userId,movieId,tag,timestamp,recordId
62,3578,history,2018-06-05 01:47:47,75
62,3578,imdb top 250,2018-06-05 01:48:18,76
62,3578,revenge,2018-06-05 01:48:16,77
62,3578,Rome,2018-06-05 01:47:43,78
62,3578,Russell Crowe,2018-06-05 01:47:45,79
62,4223,Ed Harris,2018-06-03 02:21:09,80
62,4223,Jude Law,2018-06-03 02:20:54,81
62,4223,Rachel Weisz,2018-06-03 02:21:13,82
62,4223,sniper,2018-06-03 02:20:52,83
62,4223,World War II,2018-06-03 02:21:17,84
62,5388,Al Pacino,2018-06-30 01:20:09,85
62,5388,atmospheric,2018-06-30 01:22:39,86
62,5388,Hilary Swank,2018-06-30 01:22:32,87
62,5388,Robin Williams,2018-06-30 01:20:11,88
62,6058,sequel,2018-05-06 12:17:33,89
62,6058,violent,2018-05-06 12:17:31,90
62,6534,dogs,2018-05-06 12:01:36,91
62,6534,Eric Bana,2018-05-06 12:01:26,92
62,6534,mad scientist,2018-05-06 12:01:38,93
62,6534,marvel,2018-05-06 12:01:40,94
62,6541,captain nemo,2018-05-06 12:00:54,95
62,6541,comic book,2018-05-06 12:00:28,96
62,6541,gothic,2018-05-06 12:00:56,97
62,6541,Peta Wilson,2018-05-06 12:00:40,98
62,6541,Sean Connery,2018-05-06 12:00:26,99
62,6541,superhero,2018-05-06 12:00:51,100
62,6564,adventure,2018-05-06 12:07:19,101
62,6564,Angelina Jolie,2018-05-06 12:07:12,102
62,6564,heroine in tight suit,2018-05-06 12:07:21,103
62,7153,Adventure,2018-06-05 01:49:18,104
62,7153,ensemble cast,2018-06-05 01:49:38,105
62,7153,fantasy,2018-06-05 01:49:16,106
62,7153,fantasy world,2018-06-05 01:49:31,107
62,7153,great soundtrack,2018-06-05 01:49:35,108
62,7153,lord of the rings,2018-06-05 01:49:41,109
62,7153,scenic,2018-06-05 01:49:40,110
62,7153,stylized,2018-06-05 01:49:37,111
62,7153,Tolkien,2018-06-05 01:49:21,112
62,8641,hilarious,2018-05-14 01:05:38,113
62,8641,Steve Carell,2018-05-14 01:05:56,114
62,8641,Will Ferrell,2018-05-14 01:05:35,115
62,27660,animation,2018-05-06 12:08:10,116
62,27660,anime,2018-05-06 12:08:08,117
62,27660,cyberpunk,2018-05-06 12:08:06,118
62,27660,dark,2018-05-06 12:08:20,119
62,27660,Matrix,2018-05-06 12:08:13,120
62,27660,sci-fi,2018-05-06 12:08:11,121
62,27706,dark comedy,2018-05-14 12:56:38,122
62,27706,Jim Carrey,2018-05-14 12:56:15,123
62,27706,meryl streep,2018-05-14 12:56:20,124
62,27706,quirky,2018-05-14 12:55:53,125
62,27706,stylized,2018-05-14 12:56:41,126
62,27808,Adam Sandler,2018-05-06 12:15:00,127
62,27808,family,2018-05-06 12:15:19,128
62,27808,sweet,2018-05-06 12:15:22,129
62,27831,British gangster,2018-07-27 11:28:24,130
62,27831,confusing,2018-07-27 11:29:24,131
62,27831,daniel craig,2018-07-27 11:28:25,132
62,27831,Exquisite plotting.,2018-07-27 11:29:15,133
62,27831,organized crime,2018-07-27 11:29:29,134
62,27831,stylish,2018-07-27 11:29:16,135
62,27831,Tom Hardy,2018-07-27 11:29:19,136
62,31658,anime,2018-05-09 03:30:41,137
62,31658,fantasy world,2018-05-09 03:30:51,138
62,31658,Hayao Miyazaki,2018-05-09 03:30:46,139
62,31658,Studio Ghibli,2018-05-09 03:30:44,140
62,33162,David Thewlis,2018-05-06 12:10:05,141
62,33162,Eva Green,2018-05-06 12:09:10,142
62,33162,Liam Neeson,2018-05-06 12:09:37,143
62,33162,Orlando Bloom,2018-05-06 12:08:31,144
62,34150,Chris Evans,2018-05-06 12:02:21,145
62,34150,comic book,2018-05-06 12:00:03,146
62,34150,heroine in tight suit,2018-05-06 12:02:18,147
62,34150,Jessica Alba,2018-05-06 12:02:07,148
62,34150,sexy female scientist,2018-05-06 12:02:24,149
62,34150,superhero,2018-05-05 11:59:37,150
62,37729,gothic,2018-06-30 01:15:27,151
62,37729,helena bonham carter,2018-06-30 01:15:34,152
62,37729,Johnny Depp,2018-06-30 01:15:29,153
62,37729,Tim Burton,2018-06-30 01:15:26,154
62,37729,visually appealing,2018-06-30 01:15:41,155
62,38061,black comedy,2018-07-27 11:29:40,156
62,38061,clever,2018-07-27 11:30:03,157
62,38061,fast-paced dialogue,2018-07-27 11:30:06,158
62,38061,good dialogue,2018-07-27 11:30:28,159
62,38061,Robert Downey Jr.,2018-07-27 11:30:08,160
62,38061,witty,2018-07-27 11:30:02,161
62,45447,adventure,2018-05-06 11:04:24,162
62,45447,Audrey Tautou,2018-05-06 11:04:35,163
62,45447,conspiracy theory,2018-05-06 11:04:22,164
62,45447,Mystery,2018-05-06 11:04:41,165
62,45447,Paris,2018-05-06 11:04:39,166
62,45447,Tom Hanks,2018-05-06 11:04:27,167
62,45447,treasure hunt,2018-05-06 11:04:44,168
62,46723,Brad Pitt,2018-05-06 12:03:37,169
62,46723,cate blanchett,2018-05-06 12:03:47,170
62,46723,multiple storylines,2018-05-06 12:03:35,171
62,46723,social commentary,2018-05-06 12:04:06,172
62,46972,Ben Stiller,2018-05-06 12:04:14,173
62,46972,Robin Williams,2018-05-06 12:04:15,174
62,46976,emma thompson,2018-09-14 12:38:12,175
62,46976,Maggie Gyllenhaal,2018-09-14 12:37:35,176
62,46976,modern fantasy,2018-09-14 12:37:38,177
62,46976,romance,2018-09-14 12:37:31,178
62,46976,surreal,2018-09-14 12:37:42,179
62,46976,Will Ferrell,2018-09-14 12:37:33,180
62,49130,Marion Cotillard,2018-05-17 09:39:31,181
62,49530,Africa,2018-09-14 12:38:26,182
62,49530,corruption,2018-09-14 12:38:24,183
62,49530,Jennifer Connelly,2018-09-14 12:38:21,184
62,49530,justice,2018-09-14 12:38:29,185
62,49530,Leonardo DiCaprio,2018-09-14 12:38:18,186
62,53464,bad acting,2018-05-06 12:13:17,187
62,53464,bad jokes,2018-05-06 12:13:31,188
62,53464,bad plot,2018-05-06 12:13:42,189
62,53464,Chris Evans,2018-05-06 12:13:27,190
62,53464,Jessica Alba,2018-05-06 12:13:14,191
62,53464,Marvel,2018-05-06 12:13:12,192
62,53464,sexy female scientist,2018-05-06 12:13:33,193
62,58047,Rachel Weisz,2018-06-13 08:02:44,194
62,58047,Ryan Reynolds,2018-06-13 08:02:27,195
62,59501,fantasy,2018-05-06 11:11:47,196
62,59501,lion,2018-05-06 11:11:57,197
62,59501,narnia,2018-05-06 11:11:48,198
62,59501,Tilda Swinton,2018-05-06 11:13:23,199
62,60074,bad script,2018-05-06 12:01:56,200
62,60074,Charlize Theron,2018-05-06 12:02:01,201
62,60074,Will Smith,2018-05-06 12:01:47,202
62,60126,Anne Hathaway,2018-05-22 06:50:40,203
62,60126,Steve Carell,2018-05-22 06:50:38,204
62,60756,comedy,2018-06-14 02:59:44,205
62,60756,funny,2018-06-14 02:59:41,206
62,60756,will ferrell,2018-06-14 02:59:39,207
62,61024,comedy,2018-06-14 02:56:58,208
62,61024,James Franco,2018-06-14 02:56:54,209
62,61024,Seth Rogen,2018-06-14 02:56:56,210
62,61024,Stoner Movie,2018-06-14 02:56:59,211
62,63992,audience intelligence underestimated,2018-06-14 02:57:17,212
62,63992,boring,2018-06-14 02:57:21,213
62,63992,chick flick,2018-06-14 02:57:27,214
62,63992,overrated,2018-06-14 02:57:20,215
62,63992,Teen movie,2018-06-14 02:57:13,216
62,68848,Adrien Brody,2018-05-25 09:51:45,217
62,68848,con artists,2018-05-25 09:52:00,218
62,68848,funny,2018-05-25 09:52:02,219
62,68848,interesting characters,2018-05-25 09:52:04,220
62,68848,Mark Ruffalo,2018-05-25 09:51:56,221
62,68848,Rachel Weisz,2018-05-25 09:51:51,222
62,71535,Bill Murray,2018-06-23 09:06:38,223
62,71535,dark comedy,2018-06-23 09:06:29,224
62,71535,Emma Stone,2018-06-23 09:06:32,225
62,71535,funny,2018-06-23 09:06:34,226
62,71535,Jesse Eisenberg,2018-06-23 09:06:26,227
62,71535,Woody Harrelson,2018-06-23 09:05:29,228
62,87430,audience intelligence underestimated,2018-05-06 12:19:32,229
62,87430,CGI,2018-05-06 12:19:28,230
62,87430,cheesy,2018-05-06 12:19:30,231
62,87430,comic book,2018-05-06 12:19:24,232
62,87430,DC,2018-05-06 12:19:36,233
62,87430,DC Comics,2018-05-06 12:19:44,234
62,87430,Ryan Reynolds,2018-05-06 12:19:22,235
62,87430,space,2018-05-06 12:19:42,236
62,87430,superhero,2018-05-06 12:19:41,237
62,88405,comedy,2018-05-06 12:14:39,238
62,88405,funny,2018-05-06 12:14:28,239
62,88405,happy ending,2018-05-06 12:14:32,240
62,88405,HOT actress,2018-05-06 12:14:40,241
62,88405,Justin Timberlake,2018-05-06 12:14:33,242
62,88405,Mila Kunis,2018-05-06 12:14:21,243
62,88405,New York City,2018-05-06 12:14:26,244
62,88405,romance,2018-05-06 12:14:43,245
62,88405,sex,2018-05-06 12:14:24,246
62,96861,Istanbul,2018-06-21 11:01:02,247
62,96861,Liam Neeson,2018-06-21 11:00:50,248
62,96861,predictable,2018-06-21 11:01:06,249
62,96861,Turkey,2018-06-21 11:00:56,250
62,96861,unnecessary sequel,2018-06-21 11:01:09,251
62,99114,action,2018-05-12 01:46:32,252
62,99114,Christoph Waltz,2018-05-12 01:46:06,253
62,99114,funny,2018-05-12 01:46:18,254
62,99114,good soundtrack,2018-05-12 01:46:25,255
62,99114,Great performances,2018-05-12 01:46:08,256
62,99114,Humour,2018-05-12 01:46:27,257
62,99114,Leonardo DiCaprio,2018-05-12 01:46:02,258
62,99114,Quentin Tarantino,2018-05-12 01:46:00,259
62,99114,Samuel L. Jackson,2018-05-12 01:46:03,260
62,99114,Soundtrack,2018-05-12 01:46:21,261
62,99114,western,2018-05-12 01:46:13,262
62,103042,Amy Adams,2018-05-06 12:22:08,263
62,103042,superhero,2018-05-06 12:21:59,264
62,104863,daniel radcliffe,2018-06-13 01:52:48,265
62,104863,zoe kazan,2018-06-13 01:52:45,266
62,107348,comedy,2018-06-14 03:10:11,267
62,107348,Steve Carell,2018-06-14 03:10:00,268
62,107348,stupid but funny,2018-06-14 03:10:13,269
62,107348,will ferrell,2018-06-14 03:10:02,270
62,108190,anti-intellectual,2018-05-06 12:14:01,271
62,108190,bad writing,2018-05-06 12:13:55,272
62,108190,dystopia,2018-05-06 12:13:50,273
62,108190,new society,2018-05-06 12:13:52,274
62,108190,plot holes,2018-05-06 12:14:05,275
62,108190,predictable,2018-05-06 12:14:07,276
62,108190,scifi,2018-05-06 12:13:59,277
62,108190,unintelligent,2018-05-06 12:14:03,278
62,111743,Charlize Theron,2018-07-01 09:57:00,279
62,111743,Liam Neeson,2018-07-01 09:57:14,280
62,111743,Seth MacFarlane,2018-07-01 09:56:59,281
62,111743,witty,2018-07-01 09:56:57,282
62,114180,action,2018-05-06 12:07:40,283
62,114180,dystopia,2018-05-06 12:07:30,284
62,114180,plot holes,2018-05-06 12:07:34,285
62,114180,post-apocalyptic,2018-05-06 12:07:38,286
62,114180,survival,2018-05-06 12:07:36,287
62,114180,thriller,2018-05-06 12:07:51,288
62,114180,unexplained,2018-05-06 12:07:53,289
62,114180,weak plot,2018-05-06 12:07:43,290
62,115149,dark hero,2018-06-05 01:44:11,291
62,115149,gun-fu,2018-06-05 01:44:17,292
62,115149,Keanu Reeves,2018-06-05 01:44:04,293
62,115149,Revenge,2018-06-05 01:44:01,294
62,115149,secret society,2018-06-05 01:44:18,295
62,115149,stylish,2018-06-05 01:44:07,296
62,116897,black comedy,2018-06-05 01:54:09,297
62,116897,dark comedy,2018-06-05 01:54:19,298
62,116897,dark humor,2018-06-05 01:54:07,299
62,116897,ironic,2018-06-05 01:54:14,300
62,116897,multiple short stories,2018-06-05 01:54:22,301
62,116897,short stories,2018-06-05 01:54:12,302
62,119141,bromance,2018-05-06 12:19:06,303
62,119141,comedy,2018-05-06 12:18:58,304
62,119141,funny,2018-05-06 12:18:49,305
62,119141,James Franco,2018-05-06 12:18:52,306
62,119141,Seth Rogen,2018-05-06 12:18:47,307
62,122912,comic book,2018-05-11 11:57:03,308
62,122912,Dr. Strange,2018-05-11 11:56:41,309
62,122912,Great villain,2018-05-11 11:57:05,310
62,122912,Guardians of the Galaxy,2018-05-11 11:56:55,311
62,122912,Marvel,2018-05-11 11:56:37,312
62,122912,MCU,2018-05-11 11:56:23,313
62,122912,Robert Downey Jr.,2018-05-11 11:56:31,314
62,122912,Thanos,2018-05-11 11:56:25,315
62,122912,Thor,2018-05-11 11:56:50,316
62,122912,Visually stunning,2018-05-11 11:56:34,317
62,128360,characters,2018-05-12 01:48:30,318
62,128360,Dialogue,2018-05-12 01:48:22,319
62,128360,humor,2018-05-12 01:48:21,320
62,128360,Kurt Russell,2018-05-12 01:48:06,321
62,128360,Quentin Tarantino,2018-05-12 01:47:57,322
62,128360,Samuel L. Jackson,2018-05-12 01:48:03,323
62,128360,tension building,2018-05-12 01:48:00,324
62,128360,violent,2018-05-12 01:48:32,325
62,128360,Western,2018-05-12 01:48:19,326
62,135133,dystopia,2018-05-06 11:11:20,327
62,135133,Jennifer Lawrence,2018-05-06 11:11:24,328
62,135133,love story,2018-05-06 11:11:27,329
62,135133,nonsense,2018-05-06 11:11:28,330
62,135133,politics,2018-05-06 11:11:39,331
62,135133,rebellion,2018-05-06 11:11:23,332
62,135133,revolution,2018-05-06 11:11:21,333
62,135518,Ben Kingsley,2018-07-01 09:56:05,334
62,135518,ethics,2018-07-01 09:55:46,335
62,135518,immortality,2018-07-01 09:55:43,336
62,135518,ryan reynolds,2018-07-01 09:55:52,337
62,135536,Bad story,2018-05-06 12:18:10,338
62,135536,Bad writing,2018-05-06 12:18:04,339
62,135536,Batman,2018-05-06 12:17:57,340
62,135536,Ben Affleck,2018-05-06 12:18:26,341
62,135536,comic book,2018-05-06 12:18:12,342
62,135536,dc comics,2018-05-06 12:18:00,343
62,135536,good soundtrack,2018-05-06 12:18:09,344
62,135536,Harley Quinn,2018-05-06 12:17:59,345
62,135536,Harley Quinn's ass,2018-05-06 12:18:14,346
62,135536,Horrible directing,2018-05-06 12:18:19,347
62,135536,Jared Leto,2018-05-06 12:17:52,348
62,135536,Joker,2018-05-06 12:17:54,349
62,135536,lack of plot,2018-05-06 12:17:49,350
62,135536,Margot Robbie,2018-05-06 12:17:53,351
62,135536,Poor story,2018-05-06 12:18:07,352
62,135536,poorly paced,2018-05-06 12:18:03,353
62,135536,superhero,2018-05-06 12:18:23,354
62,135536,visually appealing,2018-05-06 12:18:29,355
62,135536,Will Smith,2018-05-06 12:17:56,356
62,136864,action,2018-05-06 12:20:42,357
62,136864,batman,2018-05-06 12:20:11,358
62,136864,ben affleck,2018-05-06 12:20:23,359
62,136864,dark,2018-05-06 12:20:27,360
62,136864,dc comics,2018-05-06 12:20:25,361
62,136864,Gal Gadot,2018-05-06 12:20:40,362
62,136864,superhero,2018-05-06 12:20:43,363
62,136864,superman,2018-05-06 12:20:13,364
62,136864,wonderwoman,2018-05-06 12:20:33,365
62,139385,leonardo DiCarpio,2018-05-12 01:50:25,366
62,139385,survival,2018-05-12 01:50:19,367
62,139385,tom hardy,2018-05-12 01:50:29,368
62,139385,visually appealing,2018-05-12 01:50:38,369
62,158966,building a family,2018-05-12 01:05:53,370
62,158966,creative,2018-05-12 01:05:41,371
62,158966,freedom,2018-05-12 01:05:39,372
62,158966,good writing,2018-05-12 01:05:50,373
62,158966,individualism,2018-05-12 01:05:44,374
62,158966,Viggo Mortensen,2018-05-12 01:05:42,375
62,168248,action,2018-06-05 01:44:55,376
62,168248,dark hero,2018-06-05 01:44:51,377
62,168248,gun tactics,2018-06-05 01:44:47,378
62,168248,hitman,2018-06-05 01:44:53,379
62,168248,Keanu Reeves,2018-06-05 01:44:44,380
62,168248,organized crime,2018-06-05 01:44:49,381
62,168248,secret society,2018-06-05 01:44:42,382
62,174053,Dystopia,2018-05-06 11:09:01,383
62,174053,future,2018-05-06 11:09:03,384
62,174053,interesting,2018-05-06 11:09:06,385
62,174053,jon hamm,2018-05-06 11:09:44,386
62,174053,thought provoking,2018-05-06 11:09:04,387
62,179401,Action,2018-06-14 03:02:18,388
62,179401,Comedy,2018-06-14 03:02:14,389
62,179401,Dwayne Johnson,2018-06-14 03:02:20,390
62,179401,funny,2018-06-14 03:02:16,391
62,183611,Comedy,2018-05-13 11:51:29,392
62,183611,funny,2018-05-13 11:51:28,393
62,183611,Rachel McAdams,2018-05-13 11:51:49,394
62,184471,adventure,2018-06-03 02:21:40,395
62,184471,Alicia Vikander,2018-06-03 02:21:54,396
62,184471,video game adaptation,2018-06-03 02:21:38,397
62,187593,Josh Brolin,2018-05-25 09:48:16,398
62,187593,Ryan Reynolds,2018-05-25 09:48:12,399
62,187593,sarcasm,2018-05-25 09:48:10,400
62,187595,Emilia Clarke,2018-06-14 03:02:40,401
62,187595,star wars,2018-06-14 03:02:32,402
63,260,classic,2015-09-25 07:48:18,403
63,260,space action,2015-09-25 07:48:30,404
76,260,action,2015-08-10 03:13:14,405
76,260,sci-fi,2015-08-10 03:13:08,406
103,260,EPIC,2015-05-18 04:05:12,407
103,260,great soundtrack,2015-05-18 04:05:37,408
103,296,good dialogue,2015-05-18 04:09:15,409
103,296,great soundtrack,2015-05-18 04:09:15,410
103,296,non-linear,2015-05-18 04:09:15,411
106,4896,Everything you want is here,2016-07-03 08:29:04,412
106,106489,adventure,2016-07-03 08:29:39,413
112,260,classic sci-fi,2015-09-18 03:21:22,414
112,260,engrossing adventure,2015-09-18 03:21:13,415
112,260,EPIC,2015-09-18 03:21:06,416
119,260,classic,2015-07-03 07:55:30,417
119,260,Nerd,2015-07-03 07:55:20,418
119,101142,animation,2015-07-11 12:17:47,419
119,101142,funny,2015-07-11 12:17:47,420
119,101142,stone age,2015-07-11 12:17:47,421
119,115149,action,2015-07-24 09:39:03,422
119,115149,killer,2015-07-24 09:39:03,423
119,115149,widows/widowers,2015-07-24 09:39:03,424
119,115617,animation,2015-07-03 08:34:50,425
119,115617,kids,2015-07-03 08:34:50,426
119,115617,robots,2015-07-03 08:34:50,427
119,120635,action,2015-08-01 05:28:26,428
119,120635,murder,2015-08-01 05:28:26,429
119,120635,police,2015-08-01 05:28:26,430
125,1726,Kevin Costner,2016-09-21 09:41:57,431
125,1726,Post apocalyptic,2016-09-21 09:42:00,432
125,2387,dark comedy,2016-09-20 05:37:05,433
125,2387,dark humor,2016-09-20 05:37:03,434
125,3052,irreverent,2016-09-23 03:54:32,435
125,3052,jay and silent bob,2016-09-23 03:53:24,436
125,3052,Kevin Smith,2016-09-23 03:53:20,437
125,3052,satire,2016-09-23 03:53:17,438
125,5088,irreverent,2016-09-23 03:56:47,439
125,7022,based on a book,2016-09-20 05:29:09,440
125,7022,bloody,2016-09-20 05:29:15,441
125,7022,brutal,2016-09-20 05:26:52,442
125,7022,controversial,2016-09-20 05:30:12,443
125,7022,dystopia,2016-09-20 05:29:39,444
125,7022,goretastic,2016-09-20 05:29:46,445
125,7022,satire,2016-09-20 05:28:59,446
125,7022,social commentary,2016-09-20 05:29:48,447
125,7022,survival,2016-09-20 05:26:49,448
125,7022,violence,2016-09-20 05:29:05,449
125,7254,alternate reality,2016-09-20 05:24:01,450
125,7254,sci-fi,2016-09-20 05:24:08,451
125,7254,science fiction,2016-09-20 05:24:15,452
125,7254,time travel,2016-09-20 05:23:59,453
125,8957,brutal,2016-09-20 05:33:21,454
125,8957,clever,2016-09-20 05:33:39,455
125,8957,Disturbing,2016-09-20 05:33:35,456
125,8957,great ending,2016-09-20 05:33:07,457
125,8957,mindfuck,2016-09-20 05:33:02,458
125,8957,surprise ending,2016-09-20 05:32:53,459
125,8957,suspense,2016-09-20 05:33:14,460
125,9010,cruel characters,2016-09-20 05:25:29,461
125,42632,brutality,2016-09-20 05:24:52,462
125,58301,dark humor,2016-09-20 05:26:01,463
125,60950,threesome,2016-09-23 03:50:17,464
125,62434,Seth Rogen,2016-09-23 04:01:16,465
125,62434,Sexual Humor,2016-09-23 04:01:13,466
125,67695,Seth Rogen,2016-09-20 05:35:23,467
125,100083,embarassing scenes,2016-09-20 04:11:15,468
125,100083,offensive,2016-09-20 04:11:00,469
125,100083,R language,2016-09-20 04:10:35,470
125,100083,sarcasm,2016-09-20 04:10:15,471
125,100083,satire,2016-09-20 05:31:41,472
125,156371,80's,2016-09-21 05:55:00,473
125,158872,Crude humor,2016-09-20 05:33:55,474
125,158872,mindfuck,2016-09-20 05:34:47,475
125,158872,sarcasm,2016-09-20 05:34:13,476
125,158872,satire,2016-09-20 05:34:07,477
125,158872,Vulgar,2016-09-20 05:35:00,478
132,3556,sofia coppola,2006-11-10 11:40:16,479
132,6323,John Cusack,2006-10-25 10:14:01,480
132,6367,Ewan McGregor,2006-10-25 10:11:25,481
132,6367,Renee Zellweger,2006-10-25 10:12:31,482
138,59103,jackie chan,2008-09-29 12:19:54,483
138,59103,kung fu,2008-09-29 12:20:05,484
161,52287,Something for everyone in this one... saw it without and plan on seeing it with kids!,2007-04-14 01:14:21,485
166,293,assassin,2007-09-03 03:08:04,486
166,293,Jean Reno,2007-09-03 03:08:07,487
166,54286,assassin,2007-09-03 03:08:39,488
166,54286,assassin-in-training (scene),2007-09-03 03:08:37,489
166,54286,espionage,2007-09-03 03:08:35,490
166,54286,Robert Ludlum,2007-09-03 03:08:44,491
167,104,test tag,2006-08-04 11:14:32,492
177,115617,feel-good,2015-06-28 11:37:56,493
177,115617,fun family movie,2015-06-28 11:37:56,494
177,115617,very funny,2015-06-28 11:37:56,495
184,2579,black and white,2018-09-16 01:38:27,496
184,2579,Christopher Nolan,2018-09-16 01:38:46,497
184,2579,directorial debut,2018-09-16 01:38:43,498
184,2579,mindfuck,2018-09-16 01:39:35,499
184,2579,not linear,2018-09-16 01:38:38,500
184,2579,Twist Ending,2018-09-16 01:38:29,501
184,3793,action,2018-09-16 01:39:41,502
184,3793,comic book,2018-09-16 01:39:19,503
184,3793,hugh jackman,2018-09-16 01:39:30,504
184,3793,marvel,2018-09-16 01:39:26,505
184,3793,superhero,2018-09-16 01:39:14,506
184,4226,dark,2018-09-16 01:40:53,507
184,4226,Mindfuck,2018-09-16 01:41:04,508
184,4226,nonlinear,2018-09-16 01:40:45,509
184,4226,psychology,2018-09-16 01:40:48,510
184,4226,twist ending,2018-09-16 01:40:47,511
184,4896,alan rickman,2018-09-16 01:42:56,512
184,4896,harry potter,2018-09-16 01:42:24,513
184,4896,humorous,2018-09-16 01:42:30,514
184,4896,Magic,2018-09-16 01:42:10,515
184,5388,atmospheric,2018-09-16 01:44:40,516
184,5388,insomnia,2018-09-16 01:44:48,517
184,5388,thought-provoking,2018-09-16 01:44:45,518
184,6283,amazing artwork,2018-09-16 01:41:46,519
184,6283,anime,2018-09-16 01:41:27,520
184,6283,sci-fi,2018-09-16 01:41:43,521
184,27156,anime,2018-09-16 01:37:41,522
184,27156,end of the world,2018-09-16 01:37:49,523
184,27156,epic,2018-09-16 01:37:50,524
184,27156,mecha,2018-09-16 01:37:58,525
184,27156,psychology,2018-09-16 01:37:43,526
184,193565,anime,2018-09-16 02:49:42,527
184,193565,comedy,2018-09-16 02:49:47,528
184,193565,gintama,2018-09-16 02:50:03,529
184,193565,remaster,2018-09-16 02:49:52,530
193,260,classic sci-fi,2015-07-02 08:09:00,531
193,260,space action,2015-07-02 08:09:15,532
193,260,space epic,2015-07-02 08:09:10,533
193,4878,atmospheric,2015-07-02 08:12:30,534
193,4878,cult film,2015-07-02 08:12:11,535
193,4878,dreamlike,2015-07-02 08:12:19,536
193,4878,hallucinatory,2015-07-02 08:12:24,537
193,4878,psychological,2015-07-02 08:12:27,538
193,4878,surreal,2015-07-02 08:12:08,539
193,4878,time travel,2015-07-02 08:12:15,540
193,7147,dreamlike,2015-07-02 08:10:17,541
193,7147,sentimental,2015-07-02 08:10:38,542
193,7147,surreal,2015-07-02 08:10:20,543
193,7147,Tim Burton,2015-07-02 08:10:24,544
